Org;Type_Org;Date_demande;Type_data;Data_pairing;Title;Technical_instruction;Decision;Date_Decision;Status;Inclusion;Exclusion_reason;Specialty;Study_design;Disease or event
CHU de Montpellier;CHU;20140520;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Analyse m‚dico-‚conomique de la prise en charge de l?embolie pulmonaire en France;Termin‚e;Approbation;20140610;IDS;1;;Pneumology;Economics;Pulmonary embolism
Hospices Civils de Lyon;CHU;20140522;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Evaluation en vie r‚elle du co–t de traitement par anti-vitamines K (AVK) des patients atteints  de Fibrillation Atriale Non Valvulaire (FANV) ;Termin‚e;Approbation;20150310;IDS;1;;Cardiology;Pharmacoeconomics;Atrial Fibrillation
Hospices Civils de Lyon;CHU;20140522;Extraction d'un ‚chantillon;Oui;Consommation des soins m‚dicaux des patients atteints de rhinite allergique perannuelle avec ou sans asthme;Termin‚e;Approbation;20140909;IDS;1;;Immunology;Descriptive;Asthma
Hospices Civils de Lyon;CHU;20140522;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Mesure de l?adh‚sion aux traitements de fond anti asthmatiques dans les bases de donn‚es de l?Assurance Maladie;Termin‚e;Approbation;20140702;IDS;1;;Pneumology;Pharmacoepidemiology;Asthma
INSERM CIC 1401;INSERM;20140526;Extraction d'un ‚chantillon;Non;Les bˆtabloquants dans la pr‚vention secondaire du syndrome coronaire aigu : efficacit‚ et risque en situation r‚elle de soins ? Etude B2-PAC;Termin‚e;Approbation;20141125;IDS;1;;Cardiology;Pharmacoepidemiology;Myocardial infarction
Hospices Civils de Lyon;CHU;20140606;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Evaluation des expositions mammographiques chez les femmes fran‡aises de 40 … 49 ans;Termin‚e;Approbation;20140909;IDS;1;;Gynecology;Descriptive;Prevention
CHU de Dijon;CHU;20140611;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Etude des thromboses survenues pendant le s‚jour hospitalier;Termin‚e;Approbation;20140909;IDS;1;;Internal Medicine;Longitudinal study;Thrombosis
CHU de Dijon;CHU;20140616;Extraction d'un ‚chantillon;Non;Evaluation des effets ind‚sirables des m‚dicaments pris pendant la grossesse en utilisant les donn‚es du SNIIRAM : une ‚tude de validation;Termin‚e;Approbation;20140909;IDS;1;;Gynecology;Pharmacoepidemiology;Pregnancy
CHU de Brest;CHU;20140707;Extraction d'un ‚chantillon;Oui;Estimation de l'incidence de la maladie thromboembolique veineuse (MTVE) … l'aide du SNIIRAM;Termin‚e;Approbation;20150203;IDS;1;;Cardiology;Longitudinal study;Thrombosis
INSERM CIC 1401;INSERM;20140711;Extraction d'un ‚chantillon;Non;EPIHAM : Epid‚miologie des h‚patites aiges m‚dicamenteuses;Termin‚e;Approbation;20140909;IDS;1;;Hepatology;Pharmacoepidemiology;Hepatitis
IRDES;IRDES;20140724;Extraction d'un ‚chantillon;Non;Evaluation des projets pilotes Parcours de sant‚ des personnes ƒg‚es en risque de perte d?autonomie (PAERPA);Termin‚e;Approbation;20140909;IDS;1;;Geriatry;Longitudinal study;NA
CELTIPHARM;Bureau d'‚tude;20140729;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Suivi de la consommation des benzodiaz‚pines et antid‚presseurs en France;Termin‚e;Autres;20140909;IDS;1;;Psychiatry;Pharmacoepidemiology;NA
IRDES;IRDES;20140730;Extraction d'un ‚chantillon;Non;Les parcours de soins en psychiatrie;Termin‚e;Approbation;20141125;IDS;1;;Psychiatry;Longitudinal study;NA
IRDES;IRDES;20140730;Extraction d'un ‚chantillon;Non;Approche spatio-temporelle des parcours de soins des victimes d?Accident Vasculaire C‚r‚bral ? Projet PaSov AVC;Termin‚e;Approbation;20150310;IDS;1;;Neurology;Longitudinal study;Stroke
IRDES;IRDES;20140730;Extraction d'un ‚chantillon;Non;Mesure des niveaux d'accessibilit‚ aux soins;Termin‚e;Approbation;20150310;IDS;1;;Public health;Descriptive;NA
Hospices Civils de Lyon;CHU;20140808;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Etude ASTRO LAB / EGB : prise en charge de l?asthme en France et traitement de fond;Termin‚e;Approbation;20140909;IDS;1;;Pneumology;Longitudinal study;Asthma
Hospices Civils de Lyon;CHU;20140819;Extraction d'un ‚chantillon;Non;Description de la prise en charge des Rhumatismes Inflammatoires Chroniques (RIC) en France en 2013 en termes clinique et ‚conomique;Termin‚e;Approbation;20140909;IDS;1;;Rheumatology;Descriptive;inflammatory rheumatic disorders
Universit‚ Paris Ouest / Nanterre;Autres;20141015;Extraction d'un ‚chantillon;Non;In‚galit‚s socio-territoriales et parcours de sant‚ des femmes souffrant d?un cancer du sein : l?exemple des Hauts de Seine en Ile de France;Termin‚e;Approbation;20150203;IDS;1;;Gynecology;Descriptive;Breast cancer
EHESP;Ecole;20140910;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Trajectoires de soins en ambulatoire des patients ayant subi une chirurgieÿ: surveillance post-chirurgie ambulatoire et post-chirurgie implantaireÿ;Termin‚e;Approbation;20140930;IDS;1;;Gynecology;Longitudinal study;
EHESP;Ecole;20141013;Extraction d'un ‚chantillon;Non;Etude du cumul de d‚faveur socio-‚conomique, environnemental et d'accŠs aux am‚nit‚s sur la sant‚ des femmes enceintes;Termin‚e;Approbation;20141125;IDS;1;;Gynecology;Longitudinal study;Pregnancy
Agence de la Biom‚decine (ABM);Agence;20140911;Extraction d'un ‚chantillon;Oui;Suivi de l'‚tat de sant‚ des enfants n‚s des suites d'une Assistance M‚dicale de Procr‚ation;En cours;Demande de compl‚ments;20150310;IDS;1;;Pediatry;Longitudinal study;Reproductive medicine
Agence de la Biom‚decine (ABM);Agence;20140911;Extraction d'un ‚chantillon;Oui;Suivi des consommations des patients avec une insuffisance r‚nale chronique terminale (IRCT);Termin‚e;Approbation;20141020;IDS;1;;Nephrology;Longitudinal study;chronic renal failure.
Agence de la Biom‚decine (ABM);Agence;20140911;Extraction d'un ‚chantillon;Oui;Suivi de l'‚tat de sant‚ des donneurs d'organes et d'ovocytes et des femmes ayant eu recours … l'Assistance M‚dicale de Procr‚ation;En cours;Demande de compl‚ments;20150310;IDS;1;;Gynecology;Longitudinal study;Reproductive medicine
Agence de la Biom‚decine (ABM);Agence;20140911;Extraction d'un ‚chantillon;Oui;Parcours de soins des patients avant, lors et aprŠs greffe d'organe et potentiels candidats … l'inscription en attente;Termin‚e;Approbation;20141020;IDS;1;;Surgery;Longitudinal study;Transplantation
Agence Technique de l'Information sur l'Hospitalisation (ATIH);Agence;20141001;Extraction d'un ‚chantillon;Oui;Parcours de soins des patients aprŠs survenue d'un AVC ou intervention chirurgicale avec mise en place d'une prothŠse totale de hanche ou du genou;Termin‚e;Approbation;20141020;IDS;1;;General Medicine;Longitudinal study;Stroke, ankle surgery
INSERM U. 1136;INSERM;20141002;Extraction d'un ‚chantillon;Non;Analyse personnalis‚e de la balance b‚n‚fice/risque des thiopurines et des anti-TNF au cours des maladies inflammatoires chroniques intestinales (MICI - BERENICE);Termin‚e;Approbation;20141020;IDS;1;;Gastroenterology;Pharmacoepidemiology; Chronic Inflammatory Diseases of the intestine
Hopital Necker;CHU;20141215;Extraction d'un ‚chantillon;Non;Evaluation de l?effet des m‚dicaments pris pendant la grossesse sur les principales malformations de l?enfant : une ‚tude … partir du SNIIRAM et du PMSI;Termin‚e;Approbation;20150203;IDS;1;;Gynecology;Pharmacoepidemiology;Malformation
F‚d‚ration R‚gionale de Recherche en Sant‚ Mentale du Nord-Pas-de-Calais (F2RSM);Autres;20141008;Extraction d'un ‚chantillon;Non;Parcours de soins des suicidants;Termin‚e;Approbation;20150203;IDS;1;;Public health;Longitudinal study;Suicide
CHU de Montpellier;CHU;20141021;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Incr‚tinomim‚tiques et risque d'insuffisance cardiaque;Termin‚e;Approbation;20141125;IDS;1;;Cardiology;Pharmacoepidemiology;Cardiac failure
INSERM U. 1136;INSERM;20141023;Extraction d'un ‚chantillon;Non;B‚n‚fices et risques des traitements antithrombotiques aprŠs une chirurgie orthop‚dique en conditions r‚elles d?utilisation : Etude de cohorte … partir de la base de donn‚es du SNIIRAM (projet AATOS);Termin‚e;Approbation;20141125;IDS;1;;Orthopedy;Pharmacoepidemiology;Thrombosis
INRA;Autres;20141223;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Impact des pratiques agricoles recourant aux pesticides sur la sant‚ du voisinage;Termin‚e;Approbation;20150203;IDS;1;;Public health;Longitudinal study;Environnemental exposition
CHU de Dijon;CHU;20141217;Extraction d'un ‚chantillon;Oui;Maladies chroniques psychiatriques et retards mentaux de l'enfant : ‚tude en population sur le recours aux soins utilisant le SNIIRAM;Termin‚e;Approbation;20150203;IDS;1;;Psychiatry;Longitudinal study;Mental retardation
CHU de Dijon;CHU;20141215;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Quel d‚pistage du diabŠte de type 2 chez les femmes aprŠs un diabŠte gestationnel en France depuis 2010 ?;Termin‚e;Approbation;20150203;IDS;1;;Gynecology;Transversal study;Diabetes
Institut Curie;Autres;20141226;Extraction d'un ‚chantillon;Non;APPASUR : Etude de l'impact diff‚renciel du parcours de soins sur le d‚pistage des r‚cidives aprŠs cancer du sein, selon leur mode de suivi en ville ou hospitalier;Termin‚e;Approbation;20150510;IDS;1;;Gynecology;Longitudinal study;Breast cancer
Institut Curie;Autres;20141226;Tb de bord, donn‚es agr‚g‚es, EGB;Non;APPASUR : Etude de l'impact diff‚renciel du parcours de soins sur le d‚pistage des r‚cidives aprŠs cancer du sein, selon leur mode de suivi en ville ou hospitalier;Termin‚e;Approbation;20150203;IDS;1;;Gynecology;Longitudinal study;Breast cancer
INSERM U. 1136;INSERM;20141219;Extraction d'un ‚chantillon;Non;ENGEL 2 ? Etude comparative en vie r‚elle du b‚n‚fice-risque des anticoagulants dans fibrillation auriculaire non valvulaire en France;Termin‚e;Approbation;20150203;IDS;1;;Cardiology;Pharmacoepidemiology;Atrial Fibrillation
Institut Bergoni‚;CHU;20150114;Extraction d'un ‚chantillon;Oui;Impact de la CMU sur l?autonomie des malades atteints de cancer face … leur prise en charge;Termin‚e;Approbation;20150505;IDS;1;;Oncology;Longitudinal study;Precarity
Hospices Civils de Lyon;CHU;20150115;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Etude de l?observance et de la tol‚rance gastro-intestinales des patients trait‚s par sp‚cialit‚s g‚n‚riques de biphosphonates oraux versus patients trait‚s par sp‚cialit‚s princeps dans l?ost‚oporose ? Projet GENEROS;Termin‚e;Approbation;20150203;IDS;1;;Rheumatology;Pharmacoepidemiology;Osteoporosis
APHP - URCECO;CHU;20150120;Extraction d'un ‚chantillon;Non;Parcours de prise en charge ville-h“pital pour soins de sant‚ mentale ? Projet PAPRICA;Termin‚e;Approbation;20150203;IDS;1;;Psychiatry;Longitudinal study;NA
Universit‚ de Tours ? Facult‚ de Droit, Economie et Sciences Sociales;Autres;20150122;Extraction d'un ‚chantillon;Non;Evaluation m‚dico-‚conomique du traitement par Eculizymab des patients atteints de Syndrome H‚molytique et Ur‚miques (SHU) atypique via l?utilisation d?un modŠle de Markov probabiliste, en comparaison du traitement de r‚f‚rence ;Termin‚e;Approbation;20160921;IDS;1;;Haemotology;Pharmacoepidemiology;
CHU de Lille;CHU;20150313;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Suivi et prise en charge … long terme des femmes op‚r‚es pour une cure de prolapsus en France ;Termin‚e;Approbation;20150505;IDS;1;;Urology;Longitudinal study;Women
INSERM ;INSERM;20150316;Extraction d'un ‚chantillon;Non;Etude sur les parcours de soins des personnes vivant avec le virus de l?immunod‚ficience humaine en Aquitaine  - Projet PSVIH;Termin‚e;Approbation;20150505;IDS;1;;Public health;Longitudinal study;HIV
INSERM ;INSERM;20150317;Extraction d'un ‚chantillon;Non;Etude EPICHRONIC;En cours;Demande de compl‚ments;20150908;IDS;1;;Public health;Longitudinal study;
Universit‚ de Versailles;Autres;20150410;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Etude de la prise en charge post-op‚ratoire des patientes op‚r‚es pour cancer de l?endomŠtre ;Termin‚e;Approbation;20150609;IDS;1;;Gynecology;Longitudinal study;Endometer cancer
CHU de Dijon;CHU;20150413;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Etude des facteurs associ‚s … la r‚hospitalisation des patients suite … une premiŠre hospitalisation pour infarctus du myocarde ou insuffisance cardiaque : d‚veloppement d'une m‚thodologie … partir des donn‚es du SNIIRAM et de cohortes;Termin‚e;Approbation;20150505;IDS;1;;Cardiology;Pronostic study;Myocardial infarction, Chronic heart failure
APHPH URCECO;CHU;20150415;Extraction d'un ‚chantillon;Oui;Comparaison des m‚thodes de recueil des consommations de soins des patients inclus dans les projets de recherche clinique int‚grant une ‚valuation m‚dico-‚conomique ? Projet COMERE ;Termin‚e;Approbation;20150505;IDS;1;;Methods;Economics;Clinical trial
CHU de la R‚union;CHU;20150429;Extraction d'un ‚chantillon;Non;Mesure de la persistance … la metformine chez les patients diab‚tiques de type 2 en base de donn‚esÿ: comparaison R‚union et France m‚tropolitaine - Projet PERMET-RUN;Termin‚e;Approbation;20150609;IDS;1;;Endocrinology;Pharmacoepidemiology;Diabetes
Hospices Civils de Lyon;CHU;20150526;Extraction d'un ‚chantillon;Non;Etude de l?‚volution des ratios th‚rapeutiques et de l?adh‚sion dans l?asthme et la BPCO - SNIRESP;Termin‚e;Approbation;20150609;IDS;1;;Pneumology;Pharmacoepidemiology;CPOD, Asthma
Universit‚ de Marseille;Autres;20150526;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Etude des facteurs associ‚s … la r‚ hospitalisation des patients souffrant de schizophr‚nie ;Termin‚e;Approbation;20150707;IDS;1;;Psychiatry;Longitudinal study;Schizophrenia
ORS des Pays de la Loire;ORS;20150601;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Diversification et variabilit‚ des pratiques de cotations de l'activit‚ des m‚decins lib‚raux;Termin‚e;Approbation;20150609;IDS;1;;Public health;Economics;
ORS des Pays de la Loire;ORS;20150601;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Travaux analysant le parcours de soins de la population et les pratiques des professionnels de sant‚ de la r‚gion des Pays de la Loire et de ses diff‚rents territoires;Termin‚e;Approbation;20150609;IDS;1;;Public health;Longitudinal study;
CHU de Nimes;CHU;20150929;Extraction d'un ‚chantillon;Oui;Impact sur la qualit‚ de vie … 3 ans du diagnostic de cancer de la prostate;Termin‚e;Approbation;20151013;IDS;1;;Urology;Longitudinal study;Prostatic cancer
CHU de Dijon;CHU;20150827;Extraction d'un ‚chantillon;Oui;Etude des facteurs associ‚s … la r‚hospitalisation des patients suite … une premiŠre hospitalisation pour infarctus du myocarde ou insuffisance cardiaque : d‚veloppement d'une m‚thodologie … partir des donn‚es du SNIIRAM et de cohortes;Termin‚e;Approbation;20150908;IDS;1;;Cardiology;Pronostic study;
CHU de Dijon;CHU;20150721;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Utilisation des traitements de pr‚vention secondaire aprŠs un infarctus c‚r‚bral et cons‚quences sur le pronostic des patients;Termin‚e;Approbation;20150908;IDS;1;;Neurology;Pharmacoepidemiology;
CHU de Dijon;CHU;20150721;Tb de bord, donn‚es agr‚g‚es, EGB ;Non;ISPAHAN-ACO : Indicateurs de S‚curit‚ des soins aux Personnes Ag‚es Hospitalis‚es en soins Aigus produits … partir des donn‚es m‚dico-admiNistratives hospitaliŠres et assurantielles - Taux d'accidents thrombo-emboliques ou h‚morragiques intra et post-hospitaliers associ‚s … une AntiCOagulation … vis‚e pr‚ventive ou curative;Termin‚e;Approbation;20150908;IDS;1;;Geriatry;Descriptive;
Hospices Civils de Lyon;CHU;20150727;Extraction d'un ‚chantillon;Non;APIXABAN dans la pr‚vention de l'AVC et de l'embolisme syst‚mique chez les patients atteints de Fibrillation Atriale (FA) en pratique courante;Termin‚e;Approbation;20150908;IDS;1;;Neurology;Pharmacoepidemiology;Atrial Fibrillation, stroke
Hospices Civils de Lyon;CHU;20150727;Extraction d'un ‚chantillon;Oui;Description de la prise en charge optique et du parcours de soins des patients op‚r‚s de la cataracte;Termin‚e;Approbation;13/10/2015 + 08/09/2015 + 24/11/2015 + 20/01/2016;IDS;1;;Ophtalmology;Longitudinal study;
INSERM CIC EC 1425;INSERM;20151113;Extraction d'un ‚chantillon;Non;B‚n‚fice risque associ‚ au traitement par anticoagulant oral direct par comparaison au traitement par antivitamine K chez les patients ƒg‚s. Facteurs de risque de survenue d'‚vŠnements h‚morragiques majeurs et d'‚vŠnements thromboemboliques (PRESAGE-ACO);Termin‚e;Approbation;20151124;IDS;1;;Geriatry;Pharmacoepidemiology;
CHU de Rennes;CHU;20150812;Extraction d'un ‚chantillon;Oui;Antagonistes des r‚cepteurs de l'angiotensine, inhibiteurs de l'enzyme de conversion et mortalit‚;Termin‚e;Approbation;20150908;IDS;1;;Cardiology;Pharmacoepidemiology;Hypertension
INSERM;INSERM;20150806;Extraction d'un ‚chantillon;Oui;Cohorte de femmes enceintes ® PRECARE ¯;Termin‚e;Approbation;20150908;IDS;1;;Gynecology;Longitudinal study;Pregnancy
CHU de Rennes;CHU;20150814;Extraction d'un ‚chantillon;Oui;Etude du risque psychiatrique chez les sujets expos‚s … l'isotretino‹ne pour le traitement d'une acn‚;Termin‚e;Approbation;20150908;IDS;1;;Psychiatry;Pharmacoepidemiology;
CHU de Brest;CHU;20150820;Extraction d'un ‚chantillon;Oui;Etude m‚dico ‚conomique du traitement par anti-aldost‚rone des risques cardiovasculaires chez les patients h‚modialys‚s - Projet ALECOST;Termin‚e;Approbation;20150908;IDS;1;;Nephrology;Pharmacoepidemiology;
EHESP;Ecole;20150821;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Parcours de soins des patients ayant une scl‚rose en plaques … partir des donn‚es de l'EGB 2007-2013;Termin‚e;Approbation;20150908;IDS;1;;Neurology;Longitudinal study;Multiple sclerosis
CHU de Dijon;CHU;20150825;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Proposition d'une m‚thode d'exploitation d'une base de donn‚es nationale pour estimer la fr‚quence des maltraitances physiques … enfant;Termin‚e;Approbation;20151013;IDS;1;;Pediatry;Longitudinal study;
